title,level
Clarify what happens when VS Code detects a Screen Reader,Lowest
Suggestion: Order files and tabs by the same parameters precedence,Lowest
Suggestion: Open debug view automatically when hitting a breakpoint or exception,Lowest
SCM: Support altCommand for SCM resources,Lowest
Keep the original file window when saving file,Lowest
Add markdown preview refresh command,Lowest
Investigate improving webpack support,Lowest
No intellisense in keybindings editor,Lowest
Provide an API to show hover-like tooltip,High
Add support for a debug configuration provider,Lowest
Support match for end keywords,Low
Extend/Shrink Selection Scope,Lowest
Support similar font in explorer and editor views,Low
Notifications : Accessibility: Add Keyboard Navigation To Notification Buttons,Lowest
Extension List : Accessibility: Allow Tab to Current List-Line Buttons and Action Items,Lowest
"FR: File: Avoid saying ""file is not a valid filename""",Lowest
How to write a code snippet generating current time?,Lowest
[Feature request] Add squiggles under filenames that have issues,Lowest
Provide tool tip for TreeItem,Medium
"Add a partial filename match to ""when context"" in key bindings and menu context. (feature request)",Lowest
Can a debug adapter indicate variables with possible-side-effects/expensive?,Lowest
Recent files/directories suggestion from this branch on checkout,Lowest
Show externalised strings in extension editor contributions tab,Lowest
"[Feature] Have an extension to learn VSCode shortcuts the ""FlashCard"" way",Lowest
Files list layout in Ctrl+P menu is not user friendly,Lowest
Request to add Tamil language to VS Code,Lowest
Problems View - add option to restrict to current viewed file,Lowest
Extension editor state is not retained,Lowest
[folding] show comment first line for folded sections,High
"Terminal quickpick should have a ""Create new terminal"" option",Lowest
[css] Automatically show css value suggestions after completing property name,Lowest
OSX Force-Click support for Extensions,Lowest
Themed Title Bar,Medium
Request: Allow switching activity bar to minimalist layout,Lowest
MacOS preview files in Finder if VS Code is default option.,Lowest
Emmet: Support the trim filter in Wrap individual lines with abbr command,Lowest
Be proactive about defending against unauthorized telemetry collection,High
git.defaultCloneDirectory doesn't handle '~' for home directory well,Lowest
"No IntelliSense in package.json for ""markdown.previewStyles"" contribution",Lowest
C/CPP should autoindent blocks without { },Lowest
C/CPP should deindent preprocessor directives,Lowest
multiCursorModifier should be ctrlCmd by default for *nix users,Lowest
Terminal Switcher: Rename terminal should be populated and have selection,Lowest
Keybindings Editor: Enter edit mode on Enter,Lowest
Single-click gesture to get rid of all custom keybindings,Lowest
Use a native node module to pull Windows shell process information,Lowest
Can we present multiple search results on the same line more effectively?,Lowest
Better support of cursor movement keybinding.,Lowest
VSCode 1.15 on macOS: Scroll to Top and Scroll to Bottom not working,Lowest
Go to next/previous breakpoint,Lowest
Uri doesn't honour http-specialities,Lowest
Markdown editor doesn't make a hyperlink just from URL,Lowest
Support splitting editor from command pallette with keybinding,Lowest
Support conditional activation events,Lowest
Being able to set a specific encoding to an file extension,Lowest
[css] `appearance` property not supported,Lowest
Allow search by snippet name in Insert Snippet menu,Lowest
Dragging tabs and new window behaviour,Lowest
Color API: Support constants,Lowest
Color API: Support hex triplets #abc,Lowest
Always show the currently active launch config,Lowest
Allow to open a diff editor from command line where one side does not exist,Lowest
webview search results highlights too bright,Lowest
Scope toggleFind* keyboard shortcuts to a new context,Lowest
Copy one file from a VS Code window(project) to another one,Low
Show all results count in the find widget (even if not highlighted),Lowest
Feature request: Search references (Ctrl + Shift + O) in embeeded editor (Peek definition) (Alt+ F12),Lowest
Whitespaces should be more readable,Lowest
Multi cursor does not scroll view,Medium
Go to implementation should support loading indicators,Lowest
[languages] Set up a webhook for updating grammars,Lowest
"Add more progress UI locations, e.g editor and sidebar",Lowest
Color Picker: Explore peek UI,Lowest
Consider allowing to add loose files to multi-root workspaces and treating no-folder-scope as untitled workspace,Lowest
Color Picker: Pressing RETURN should accept the current value and dismiss the picker,Lowest
Color picker: Suport actual picker outside of the widget,Lowest
Color picker: no hex?,Lowest
Color Picker: Keyboard accessibility,Lowest
[theming] Auto complete in tokenColorCustomizations is incomplete,Lowest
Provide shortcuts for actions in dialogs,Lowest
Prompt to reopen and save file in admin mode on save of protected file,Lowest
Show visual hints for inline breakpoints,Lowest
Add option for hiding line numbers in Zen Mode,Highest
Feature Request: Don't include file extension in file sorting,Lowest
Copy the error in problems view,Lowest
[css] Copy selector hover to clipboard,Lowest
Resource setting decoration doesn't show up when opening `settings.json`,Lowest
Use comments on top of settings file to explain complex relationship between different settings,Lowest
Settings: wording feedback,Lowest
Editor settings apply to settings editor,Lowest
Make PowerShell a first class citizen of VS Code,Lowest
Move focus to editor when scrolling with mouse wheel,Lowest
Finish editing of CLI specified file should end --wait,Lowest
Change all occurrences in a single 100MB line leads to a crash when autosave on,Lowest
Reveal debug configuration when pressing edit,Lowest
Inspector loaded scripts: Hide <eval> for scripts from the debug adapter,Lowest
Allow to auto resize a custom view or take initial size as input from custom view contributions.,Lowest
Quick pick snippet choices: use groups,Lowest
Custom snippet file should have a schema,Lowest
Do not prompt for saving dirty file if opened as diff editor,Lowest
No json schema for token color customizations ,Lowest
Panel actions are cropped when window is narrow,Lowest
Include/exclude precedence for search,Lowest
Support excluding ./ and / paths in search viewlet,Lowest
"Cannot undo ""Remove from Side Bar"" in explorer",Lowest
[json] different syntax highlighting for level,Medium
"Incorrectly flag property ""cwd"" as not allowed for node attach in launch.json.",Lowest
Suggestion: 1-click enable of settings in release notes,Medium
Show project README when opening a project,High
cant find \r in regex mode,Medium
Need a new setting for toggle Find widget can be over first line or not.,Lowest
"""esc"" the Multi-cursor mode before hide the Find widget please",Lowest
Allow dragging and dropping of files from explorer across multiple windows,Lowest
Implement virtual editor for showing workspace settings in multi root workspaces,Lowest
Show root folder name in tabs when same file name is opened in different group,Lowest
Switching between debugs outputs.,Lowest
Explorer: Should alert confirm when folders moved,Lowest
"Multi-Cursor, Split Into Lines",Lowest
Cannot contribute keybindings with arguments,High
"Feature Request: ""Scope to This""",Lowest
Reflect squiggle and other colors at scrollbar,Lowest
Extension recommendations should only be made if the user does not already have all recommended extensions,Lowest
Could not install typings behind proxy,Lowest
SCM: Support multiple repositories,Low
Display git message warning for 50 character,Lowest
Add a Linux man page for 'code' command line,Lowest
CLI: parameter for opening a file at a buffer index (instead of line:column),Lowest
Support workspace projects under different colors in sidebar and tabs,Highest
Creating multiple sub folders at once,High
Emmet: Implement Reflect CSS Value in emmet extension,Lowest
